Insult,Date,Comment,Usage
1,20120620014738Z,"""Still think you are a\xa0soulless, talentless hack""",PrivateTest
1,20120529142155Z,"""You are so nieve.""",PrivateTest
0,20120618191208Z,"""You never saw 'Animal House'?........""",PrivateTest
0,20120530031626Z,"""Dont ever knock the Great Bob Dylan.   America's greatest songwriter""",PrivateTest
0,20120610121904Z,"""In reality GWB put more people on food stamps because of his 100% failed economic policies!""",PrivateTest
1,20120620094850Z,"""Suck my dick""",PrivateTest
1,,"""Faggot ass little boy \\n""",PublicTest
1,20120320214045Z,"""Shut up and go back to your liberal cluster-f_u_c_k.\xa0 Your boyfriends are waiting for you.""",PrivateTest
1,20120619144621Z,"""He'd find an @$$ clown like you if he did.""",PublicTest
1,20120610001635Z,"""Youre an idiot,  ellen""",PrivateTest
1,20120611234148Z,"""You are a coiled up mass of hate and filth.""",PrivateTest
1,,"""EAT A DICK YOU NERDY LOOKING BASTARD""",PrivateTest
0,,"""Well done Cameron!  About blooming time!   I wonder how many scroungers there are that have been  receiving these benefits for donkey's years simply because they don't want to work?""",PublicTest
1,,"""Only an unaccomplished unemployed bed-wetter who lives with his mom would boast about how many disallowed posts he made. A real over-achiever, isn't he? It's very telling. \\n\\nFFS, he's so excited he p\\xc2\\xa1ssed his pants...that is, if he WORE pants.""",PrivateTest
1,20120320195124Z,"""Shut up you stupid ho.\xa0 LOL""",PrivateTest
1,20120620155153Z,"""Hey, Jimmy: go fuck yourself.""",PrivateTest
1,20120610013450Z,"""You are a complete jackass to blame the Mayor.   Get a life!!!!!!!!!!""",PublicTest
1,20120502192628Z,"""You are such an incredibly ignorant piece of""",PublicTest
0,20120502201444Z,"""Yes you are. Don't play me like I'm a fool, fool.""",PrivateTest
0,20120612045327Z,"""I like your other moniker FIREBOHNERANDMcCONNELL  or something like that better than Antonio Sosa""",PrivateTest
1,20120320170022Z,"""Do not talk to your MOM like that you stupid omeba.""",PrivateTest
0,20120612030048Z,"""Richards passes it to Carter. \xa0Wow. \xa0Surprising""",PrivateTest
1,20120609203734Z,"""isalill are you fucking Norwegian cow face? Fuck norway bitch. Moo moo.""",PrivateTest
1,20120527155004Z,"""WOW LOOKS LIKE TWO WHITE GUYS. WE NEED TO BAN ALL WHITE FOLKS FROM MIAMI. JUST LIKE YOU WANT TO BAN HIPHOP MEMORIAL DAY ON SB.\nTHIS MUST BE OBAMA'S FAULT RIGHT. U DUMB ASSES""",PrivateTest
0,20120612081229Z,"""Well, time for me \xa0to head to bed...I have to re-qualify for my expert marksman rating in the morning and need to get a good night's sleep.\n\nGood Night Patriots! Soon our enemies will all be vanquished!""",PublicTest
0,,"""We need ""Judge Dred"" type of law\\xc2\\xa0enforcement... Your guilt!!!\\xc2\\xa0punishment! death... \\xc2\\xa0bang.. simple\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0""",PublicTest
1,20120530040837Z,"""This nigga trash..If it aint about shine or clips,fuk em..Harlem stand up""",PrivateTest
1,20120619025416Z,"""YOU'RE ALL LOSERS F YALL""",PrivateTest
0,20120610062708Z,"""That's one hellaciously gorgeous cock.""",PrivateTest
1,20120527170627Z,"""Take five minutes to do your own research.""",PrivateTest
0,20120528135409Z,"""No, just people like you.""",PrivateTest
0,20120529180509Z,"""No he will win by 4-6 strokes against the super senior players""",PrivateTest
1,20120619205255Z,"""<cite>\nGee. \xa0That sounds like great advice. \xa0Now here's some for you: <b>Mind your own f\xf9cking business, assh\xf8le</b>.\n\nNow fuckoff.\n</cite>""",PrivateTest
0,,"""Maybe Paul Ray should pay more for being a politician (aka liar, reckless spender, ass kisser, idiot).\\xc2\\xa0 Wonder which insurance provider he is doing?""",PrivateTest
1,20120619152504Z,"""when you cry about a 1st place team you are doing everything wrong as a fan.. not saying you personally are the one doing the crying but if right now you are being a lil b!tch so you get huddled in with that crowd""",PrivateTest
0,20120610153724Z,"""Gears of War: Judgement will be amazing for sure! I was very depressed after 3 ended, thinking to myself ""ITS OVER, NOOOOOOOOOOOOO."" Then I watched E3 2012 and saw Judgement will be coming out and said ""HOLY FUCKING SHIT, HONEY GRAB THE KIDS WE ARE GOING TO PRE-ORDER THIS SHIT!!!"" Course we don't have kids...just our xboxes and our cats......BUT WOO JUDGEMENT!""",PrivateTest
1,20120610034900Z,"""Lol opinion? Nah boo, you are stupid. Please read all of your comments once more, copy them, and save them until you're old enough to comprehend the fact that you're ignorant and stupid. Have a nice day.""",PublicTest
0,20120619213510Z,"""Don't worry, you aren't either""",PrivateTest
0,,"""Right now, we supposedly have a 2 party state with some\\xc2\\xa0independents\\xc2\\xa0in the middle. \\xc2\\xa0In reality, we have the social-conservative republicans (pro-life, anti-gay, morals trump law). \\xc2\\xa0We have the fiscal-conservative republicans (pro-free-trade, anti-capital gains, fight-wars-outside-of-USA, business needs trump individual needs because fulfilling business needs naturally leads to the fulfillment of individual needs). \\xc2\\xa0And then you\\'ve got the Tea-Party.... who generally have a million varieties of the former two depending which one you speak to. \\xc2\\xa0\\n\\nAll three ""sub-groups"" are very intent on government playing an aggressive role in our economy or our social lives. \\xc2\\xa0Regardless of the talk, that\\'s what they do.\\n\\nAll three groups are very intent on a refusal to compromise their particular ideology. \\xc2\\xa0They lead. \\xc2\\xa0To compromise is failure. \\xc2\\xa0It\\'s top-down leadership, trickle-down-economics, trickle-down-regulation.\\xc2\\xa0\\n\\nFinally, we\\'ve got this weird group of Ron Paul supporters. \\xc2\\xa0People don\\'t really realize it, but they are out supporting the rights and freedoms of the individual.\\n\\nThere are many common issues with the right-wing groups, but in reality, they don\\'t fit there at all. \\xc2\\xa0If Ron Paul\\'s people are scared into thinking that a republican loss will bring 4 years of Obama and that\\'s worse than death.... \\xc2\\xa0they deserve the level of disdain that republican politicians treat them with.\\xc2\\xa0\\n\\nIf they had a real set of balls, they\\'d get together and walk into DNC headquarters and say, ""Of the 10,000,000 issues out there, here are 3 issues that we both agree upon. \\xc2\\xa0Make those happen and you can have our support"", then I\\'d 100%\\xc2\\xa0guarantee\\xc2\\xa0the DNS bosses would make that happen and probably get on their knees and give out BJs at the same time.\\n\\nRomney\\'s probably going to get the nomination. \\xc2\\xa0Obama\\'s probably going to spank him. \\xc2\\xa0The 20% of Ron Paul voters who write him in rather than voting for Romney will get 100% of the republicans blame for their loss - meaning they\\'ll do absolutely nothing to change.\\n\\nThe RP group could, issue by issue, make change in this country. \\xc2\\xa0Unfortunately, their ideology matches with the republicans in some ways, but it actually conflicts enormously in the process\\xc2\\xa0of how it works. \\xc2\\xa0\\n\\nThe RNC will never accept Ron Paul\\'s ideology. \\xc2\\xa0Ever. \\xc2\\xa0Fire and Water.\\nThe DNC changes constantly and can easily be managed by any organized group as long as the primary focus is on the protection of the rights of the individual and support of ""the little guy"".\\n\\nThere are sure to be a million Republicans who are going to go on and on and on about how evil the democrats are, but how many democrats out there find Ron Paul a total loon, but actually agree with much of what he says?""",PrivateTest
1,20120619120124Z,"""@KottiKaDottiisthenameofGod:disqus That's what I find funny.. how people think that because I believe in God, that means that I am supposed to just stand there and take whatever people hand to me. No, I am not out indulging in petty arguments or living ANY kind way.\xa0 If something were to come my way, it would be because they are LOOKING to cause me harm. My Bible tells me to protect my annointing with my life. =) That's why I feel comfortable calling you Uncle Tom. You are the ""negro"" who acts and thinks just as white folks would have you to.\xa0 They used the Christian faith to make brothers and sisters submit... What people DON'T mention is that THAT is why they didn't want slaves learning to read and write. They might've read that Word and couped!\xa0 It didn't happen because God has much BIGGER plans for people who have misused His teachings.""",PrivateTest
0,20120503023038Z,"""How do you do?""",PublicTest
1,20120619025151Z,"""Moron's more like it.""",PublicTest
1,20120619232505Z,"""Give up jamal jrk off, I would never possibly waste time trying to communicate with an extraordinarily juvenile 49 year old, lightly educated\xa0 racist. You are probably some angry house bound loser sitting there with your stupid, bigoted comments, lashing out at the Black people whom you know to be your superiors. You really couldn't be more pathetic.""",PublicTest
0,20120610062520Z,"""Yes. Now we're talking. Lots of good ideas. But many I think would be rejected as ""tax increases"" by republicans. And lobbyists would fight them all and congress on both sides would fight them. \nDo you think \nRomney orobama would be be more open to your proposals?""",PrivateTest
1,20120619160039Z,"""That's the Teabaggers who are creating the ""police state"", fucktard.   You lose....yet again.""",PrivateTest
0,20120529151426Z,"""Cut your damn finger nails, woman.""",PrivateTest
1,20120529071410Z,"""Nice attitude, you disgusting bigot.""",PrivateTest
0,,"""A muslim Grandma says to her daughter, Oh, they blow up so fast.""",PrivateTest
1,20120502172936Z,"""I bet you don't have the nerve to post your real name. And before you say ""you don't either"", I'm not the one making Nazi/KKK remarks. You are. SKANK!!!! And yes, I'm a white guy.""",PrivateTest
1,20120611084151Z,"""You don't even have the file, this is a fucking scam. I piss on your vip member, god damn rice eater.""",PrivateTest
1,20120619203357Z,"""Her fucking trap should be sewn shut with a very stout thread this POS barbara espinosa.""",PrivateTest
0,20120609183749Z,"""Rockland read news that originate from other sources, not only Al Jazeera. We have the Australian news. Pretty unbiased. But you won`t think so because we participated in Iraq.""",PublicTest
1,20120527223214Z,"""What a boob you are.""",PrivateTest
0,20120618215822Z,"""@stapler\xa0Having a life probably.""",PrivateTest
0,20120618233411Z,"""He deliberately brought this to a PvP engagement....\n\nMy mind is fucking blown...""",PrivateTest
1,20120620145053Z,"""Idiot.""",PrivateTest
1,20120530135922Z,"""Some of Ya'll are dumb as fuck.... These are All Strategic moves by 50.!!!!! he got blacklisted in the game for multiple reasons 50 couldnt go around making amends with everybody but he knows people cant deny banks talent.. Banks Ain t stupid like game and buck was 50's cut from a different cloth not everybody can make moves on that level otherwise everybody would be doing it.. thats why buck and game both were begging \xa0to be back in 50's company.. all the moves that made banks a star were all put in place by 50 everything he learned about business moves and the game came from 50 he took him 19 off the street corner and made him a star he would be a Dumb muth fuka to ever forget that... I could see branching out and doing your own thing but to turn your back on 50 would be a bad move.. banks isint that dumb or un loyal...""",PublicTest
